time_s,left_tick,right_tick
42.701830626,11098956,10927385
42.748508215,11100896,10927943
42.801007271,11102852,10928595
42.851507426,11104916,10929312
42.898846865,11107028,10930075
42.950196028,11109177,10930903
43.001466275,11111343,10931778
43.05044365,11113553,10932745
43.09945345,11115787,10933790
43.151270151,11118028,10934920
43.199826479,11120274,10936121
43.249359846,11122581,10937346
43.300786972,11124915,10938593
43.352326393,11127271,10939896
43.398865939,11129636,10941260
43.450390100999996,11132012,10942699
43.501968384,11134396,10944196
43.548733712,11136785,10945760
43.600643158,11139186,10947374
43.651659489,11141659,10949006
43.698340178,11144165,10950654
43.749652863,11146694,10952373
43.802092553,11149231,10954131
43.848546028,11151770,10955966
43.900225878,11154305,10957847
43.952818156,11156878,10959734
43.998177767,11159465,10961644
44.049500704,11162088,10963590
44.101205111,11164729,10965553
44.152835846,11167335,10967588
44.201479197,11169941,10969657
44.250666857,11172554,10971778
44.302110196,11175177,10973929
44.349131823,11177875,10976076
44.400493145,11180606,10978213
44.453000546,11183394,10980360
44.498493195,11186212,10982512
44.550288439,11188926,10984394
44.601464987,11191614,10986177
44.64823103,11194372,10987902
44.699721337,11197163,10989609
44.752097845,11200011,10991311
44.797995091,11202890,10993018
44.849710465,11205746,10994766
44.90153575,11208606,10996539
44.94778657,11211478,10998348
44.999354601,11214370,11000176
45.0507164,11217222,11002061
45.10268569,11220078,11003972
45.14877677,11222952,11005886
45.204213381,11225858,11007817
45.252003193,11228747,11009783
45.299670697,11231657,11011763
45.351493836,11234500,11013809
45.401575327,11237343,11015894
45.448385477,11240203,11017961
45.500002146,11243097,11020034
45.55238843,11245938,11022144
45.597855568,11248780,11024283
45.649740458,11251671,11026352
45.701196909,11254595,11028399
45.748314143,11257500,11030492
45.79933548,11260410,11032611
45.850985527,11263344,11034685
45.903536797,11266304,11036752
45.949160099,11269215,11038866
46.000612736,11272118,11041001
46.052342177,11275018,11043273
46.09902215,11277922,11045608
46.150563956,11280786,11047916
46.201962948,11283639,11050216
46.24856329,11286494,11052465
46.300151587,11289349,11054706
46.351988793,11292198,11057116
46.39839387,11295053,11059626
46.449666977,11297914,11062288
46.501577616,11300786,11065018
46.548388481,11303703,11067779
46.599392891,11306639,11070557
46.651123524,11309547,11073367
46.702605248,11312445,11076205
46.749084473,11315325,11079068
46.800889492,11318205,11081950
46.85251236,11321108,11084850
46.89910841,11324022,11087763
46.950566769,11326873,11090596
47.002073288,11329700,11093405
47.04898572,11332474,11096045
47.100422144,11335234,11098636
47.151713133,11338017,11101214
47.203579188,11340813,11103787
47.250854254,11343576,11106395
47.301431418,11346340,11109019
47.348153353,11349092,11111847
47.399892569,11351854,11114758
47.451067925,11354619,11117811
47.497902632,11357395,11120908
47.549449921,11360233,11124031
47.600979567,11363096,11127162
47.652597189,11365941,11130332
47.699054003,11368787,11133517
47.750810624,11371681,11136703
47.80199337,11374600,11139901
47.848735094,11377501,11143134
47.900164843,11380406,11146393
47.951790572,11383206,11149427
47.998581887,11385976,11152399
48.050211907,11388737,11155307
48.102560521,11391504,11158206
48.147983075,11394258,11161304
48.199997664,11397020,11164488
48.25113535,11399837,11167712
48.29851532,11402683,11170949
48.349699021,11405577,11174263
48.400895119,11408509,11177600
48.452663899,11411508,11180959
48.499128104,11414546,11184328
48.55173564,11417557,11187731
48.602391959,11420576,11191164
48.649307013,11423622,11194591
48.700288058,11426699,11198037
48.751784563,11429744,11201362
48.799090624,11432781,11204651
48.850978375,11435770,11207841
48.902467966,11438740,11210993
48.948410511,11441752,11214046
49.00022173,11444770,11217062
49.051636935,11447789,11220167
49.098914385,11450808,11223300
49.149790764,11453823,11226504
49.201467038,11456843,11229741
